timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-09-05T15:14:00,139.59.27.175,18.130.216.185,60269,8333,tx00214,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,14BjbpVSF49gaFNePNGdtFHUCX0042,0.52529471,0.52004176,IN,AS14061
2026-09-05T16:05:00,178.154.135.183,18.130.126.220,53298,8333,tx00215,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,1KeCBsmbkKiCS9NLRU2LqSY6Py0025,0.13118051,0.12986870,RU,AS13238
2026-09-05T16:22:00,178.154.160.97,15.188.27.239,59557,8333,tx00216,1DAZdwtPAFtTzfb6bPq8CfgqXN0020,1ZJmqSr8LtcAusMBZaSienxk910076,0.49809489,0.49311394,RU,AS13238
2026-09-05T19:02:00,18.130.127.147,8.8.8.118,60036,8333,tx00217,1qR4rL6zwwmUghQPGrhK3Cf9cd0341,1sZPud9coWwokq7Y9w6YL8mn920342,0.49690873,0.48697056,GB,AS16509
2026-09-05T19:09:00,193.0.6.223,13.228.172.57,62474,8333,tx00218,1EECCuN7BPMJwsazL8G6xDSCyA0011,1a7RhCxfNHnQwThuxFSiQJctTP0065,0.16116689,0.15955522,NL,AS3333
2026-09-05T19:14:00,8.8.8.221,18.130.106.72,49592,8333,tx00219,1sZPud9coWwokq7Y9w6YL8mn920342,1T53SgE6unScLCChxMFX6ZfGHR0343,0.48697056,0.47723115,US,AS15169
2026-09-05T19:28:00,139.59.51.50,15.188.177.127,54172,8333,tx00220,1T53SgE6unScLCChxMFX6ZfGHR0343,1jnhsSrFZNsU9kzk3Pu2nJPgnd0344,0.47723115,0.46768653,IN,AS14061
2026-09-05T19:32:00,178.154.137.174,139.59.19.103,52133,8333,tx00221,1jnhsSrFZNsU9kzk3Pu2nJPgnd0344,1qR4rL6zwwmUghQPGrhK3Cf9cd0341,0.46768653,0.45833280,RU,AS13238
2026-09-05T20:46:00,8.8.8.239,178.154.132.59,55539,8333,tx00222,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,19Jbowg9RipUr8LyChD8Auy6i60054,0.10929744,0.10820447,US,AS15169
2026-09-05T21:21:00,178.154.255.93,15.188.40.159,57123,8333,tx00223,1Q2k5rHCdyh6JfBEVDX8Jwm8Ku0205,1Xzx6NrxJFxPkLGtWXAFQW2Jga0206;1btG31uwX85L72GPqQiXqKyF7n0207;1YHALdV7GWja58KhR7FbqEMERT0208;1U9qZDRqjxZG9AYnfKHEH5AcEw0209;18tqbHSdyHfqxMgXhLht8tF24W0210;1wAz5cbAr89SMPNCc6aeRnd4QJ0211;1KJnYDcQQ7stPJJVmsqes4AKCi0212;1TDyGcbdrKSzWB4ZAgVo4prPbG0213;1Zy3ZdHA97oYrSawPWfeypaZnk0214,1.98772317,0.03975446;0.03975446;0.03975446;0.03975446;0.03975446;0.03975446;0.03975446;0.03975446;1.66968749,RU,AS200350
2026-09-05T21:22:00,18.130.167.50,139.59.60.210,56985,8333,tx00224,1Zy3ZdHA97oYrSawPWfeypaZnk0214,1ChNqdx29p7HdRp75tc9GBzKMz0215;15rn7JuRj8nLF8nFbaNJ1fVuCa0216;132TxfCtMNXtcNL9SydPTCHaQ20217;1PXHWbHWKQWi5pkeCLkwy7gokR0218;1iQ9q9fNyMsJ7PWzmR5NYUzHEH0219;178HDLkHoS9qEX1bi7S4exgMhw0220;1YL9exfv675uSd82JpCqKjTKKJ0221;1LWVfgP3YzvRvvN1Z4m6AuaQ8r0222;1Vh36hMmLGT7kd5wvhUTNbhsHo0223,1.66968749,0.03339375;0.03339375;0.03339375;0.03339375;0.03339375;0.03339375;0.03339375;0.03339375;1.40253749,GB,AS16509
2026-09-05T21:34:00,88.198.193.177,8.8.8.120,55896,8333,tx00225,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,1zvpNQfnht5zVGDTJwVwgNQwfQ0055,0.30293695,0.29990758,DE,AS24940
2026-09-05T23:07:00,88.198.223.38,18.130.251.244,62089,8333,tx00226,1JiT6fj5nXprgLNj4EXwkpCHGk0023,19Upc3pNgeeRQ6ZHPAkvPRU5kt0037,0.30883982,0.30575142,DE,AS24940
2026-09-05T23:47:00,13.228.236.18,178.154.174.64,64695,8333,tx00227,19QwJ1akkpe8rRrpy1sdVnxW6j0010,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,0.42980934,0.42551125,SG,AS16509
2026-09-06T02:16:00,193.0.6.80,18.130.200.107,52208,8333,tx00228,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,18Sj994qk3ZUfNoWEWEWHSJXmg0056,0.22120588,0.21899382,NL,AS3333
2026-09-06T02:31:00,193.0.6.15,139.59.27.113,51980,8333,tx00229,19QwJ1akkpe8rRrpy1sdVnxW6j0010,18KQgqtdxjsa7DQpR1ShzCJUVy0061,0.37527555,0.37152279,NL,AS3333
2026-09-06T04:56:00,178.154.230.27,8.8.8.60,53429,8333,tx00230,1YDkeuZ8tB4oTe8iQzdwnq6nbP0024,1FzSUWaZWzonhdLzUDrArc73S30002,0.31862318,0.31543695,RU,AS200350
2026-09-06T05:07:00,193.0.6.76,139.59.40.180,59942,8333,tx00231,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,1gMeb74fPbKE9PpQPayPbScSeY0005,0.29486590,0.29191724,NL,AS3333
2026-09-06T05:33:00,13.228.229.44,13.228.196.111,54652,8333,tx00232,1FzSUWaZWzonhdLzUDrArc73S30002,17Jd8oJKfsSoJ8qmktVCaaPeGc0018,0.75301506,0.74548491,SG,AS16509
2026-09-06T06:13:00,193.0.6.59,13.228.41.118,61959,8333,tx00233,1zRHqUpAUomgTpNfYJCXKWhomW0041,1a198kGki9KG7oNuqsjWRNdSrB0102,0.27989364,0.27709470,NL,AS3333
2026-09-06T06:37:00,88.198.194.13,13.228.9.215,64329,8333,tx00234,1JiT6fj5nXprgLNj4EXwkpCHGk0023,19QwJ1akkpe8rRrpy1sdVnxW6j0010,0.16481862,0.16317043,DE,AS24940
2026-09-06T09:15:00,15.188.148.95,15.188.148.230,53858,8333,tx00235,19QwJ1akkpe8rRrpy1sdVnxW6j0010,1YFj2mYjPtWzJrfvBWuFxyVjTf0062,0.19791733,0.19593816,FR,AS16509
2026-09-06T09:37:00,139.59.57.129,18.130.174.50,55350,8333,tx00236,1FzSUWaZWzonhdLzUDrArc73S30002,1WPiGhbRjrxk6LX5R8ZBGJySZv0047,0.22008041,0.21787961,IN,AS14061
2026-09-06T10:16:00,13.228.108.235,15.188.92.107,54269,8333,tx00237,1zRHqUpAUomgTpNfYJCXKWhomW0041,1nUrhoe7yPtWdBunSRoAH9XNyt0103,0.21299577,0.21086581,SG,AS16509
2026-09-06T11:40:00,139.59.13.15,139.59.43.86,61358,8333,tx00238,1YDkeuZ8tB4oTe8iQzdwnq6nbP0024,1EECCuN7BPMJwsazL8G6xDSCyA0011,0.16416675,0.16252508,IN,AS14061
2026-09-06T12:02:00,15.188.16.166,13.228.59.73,63969,8333,tx00239,1zRHqUpAUomgTpNfYJCXKWhomW0041,1qqEtBAFwwf2cJjashKmEPEDQr0104,0.08636236,0.08549874,FR,AS16509
2026-09-06T16:52:00,139.59.62.196,88.198.227.164,59712,8333,tx00240,19QwJ1akkpe8rRrpy1sdVnxW6j0010,1iZbDvb4GohYVNwMq5XFRd46af0063,0.33454882,0.33120333,IN,AS14061
2026-09-06T17:10:00,18.130.127.90,13.228.111.170,60512,8333,tx00241,1zRHqUpAUomgTpNfYJCXKWhomW0041,1JNfYJDiFDLrTb5LkmasJA5Cmu0021,0.14690808,0.14543900,GB,AS16509
2026-09-06T18:12:00,15.188.234.18,13.228.89.87,49728,8333,tx00242,1FzSUWaZWzonhdLzUDrArc73S30002,1M16nwF594o3goDEGmwkGihR8K0048,0.13245000,0.13112550,FR,AS16509
2026-09-07T00:05:00,88.198.70.54,18.130.195.194,62608,8333,tx00243,1FzSUWaZWzonhdLzUDrArc73S30002,1KeCBsmbkKiCS9NLRU2LqSY6Py0025,0.10610206,0.10504104,DE,AS24940
